"Gene","ACC_HR","BLCA_HR","BRCA_HR","CESC_HR","CHOL_HR","COAD_HR","DLBC_HR","ESCA_HR","GBM_HR","HNSC_HR","KICH_HR","KIRC_HR","KIRP_HR","LAML_HR","LGG_HR","LIHC_HR","LUAD_HR","LUSC_HR","MESO_HR","OV_HR","PAAD_HR","PCPG_HR","PRAD_HR","READ_HR","SARC_HR","SKCM_HR","STAD_HR","TGCT_HR","THCA_HR","THYM_HR","UCEC_HR","UCS_HR","UVM_HR"
"TIGD3",0.79,0.87,0.98,0.71,0.57,1,0.66,1.7,1.1,0.83,3.7,0.93,0.69,1.8,0.61,1.3,0.88,0.72,0.62,0.98,0.67,2,2.8,0.85,1.2,0.78,0.83,0.76,1.3,0.22,0.83,0.76,2.6
"TIGD4",0.33,0.94,0.98,1.3,0.95,1.1,1.1,1,0.91,1,1.4,0.63,0.62,1.9,1.6,1.7,0.91,0.97,1.1,1.1,0.66,1.3,1.7,0.4,1.2,0.73,0.96,2.8,1.7,1.1,0.69,0.72,0.82
"TIGD5",3.3,1.2,1.2,1.4,0.88,1.2,2.7,0.63,1.2,0.92,1.2,0.69,0.86,1.2,1,1.6,1.2,1.4,1,0.98,0.67,0.55,0.73,0.67,1.2,1.2,1.1,1,1.3,2.3,0.98,1.7,2
"TIGD6",0.92,1.3,1.1,1.2,1.1,0.89,1.2,1.1,1.2,0.99,9,0.72,0.95,1.6,0.93,1.7,1.2,0.97,0.59,0.95,0.48,2.7,0.25,0.68,1,0.96,1.6,0.42,0.52,2,1,1.4,2
"TIGD7",1.5,0.91,1,0.57,1.3,1.4,2.4,1.4,0.84,0.76,1.3,0.65,1.4,1.3,1.3,1.4,1.1,1,0.99,1.1,0.68,5.4,1.6,0.58,1.3,0.86,1.2,1,2.4,0.89,1.5,0.62,1.3
"TIGIT",0.56,0.86,0.66,0.53,0.95,0.89,1.1,1.3,1.1,0.63,1.4,1.2,1.3,1.1,0.79,0.92,0.76,1,0.91,0.83,0.99,0.99,0.39,0.67,0.72,1,0.82,2,0.79,8.8e+08,0.5,0.93,5.2
"TIMD4",1.3,0.78,0.94,0.52,0.85,1,6.8,1.3,1.1,0.98,3.3,0.87,1.3,1,0.88,0.76,0.97,1.2,0.82,1,0.95,0.34,0.34,0.6,0.84,1,1.3,0.42,0.27,0.96,1.9,0.71,1.1
"TIMELESS",3.9,0.96,1.2,0.77,2,0.57,0.71,1,1.2,1,9.7,1.4,2,2.1,1,1.8,1.6,0.92,1,0.79,0.98,4.4,3,0.52,1.8,1.5,0.82,1.3,0.44,0.071,1.2,0.66,1.9
"TIMM10",1.2,0.87,0.97,1,1.6,1.1,0.31,1.1,1,1.3,6.1e+08,0.65,0.97,2.5,1.1,1.2,1.2,0.93,0.99,0.83,0.84,0.98,1.5,0.56,1,1.4,0.91,0.47,0.49,1.5,1.2,0.91,3.1
"TIMM10B",1.7,1.3,1.1,1.4,0.37,0.84,0.7,0.95,1,1.2,1.8,1,0.55,1.5,1.1,1.6,0.97,1.1,0.94,1,1.1,2.5,1.2,0.37,0.79,0.96,1.1,1,1.2,0.83,0.74,0.72,1
"TIMM13",2.5,1,1.3,0.74,2.2,0.86,0.25,0.74,1.2,0.96,1.2,0.81,0.87,1.3,0.98,1.7,1.1,0.88,1.3,0.9,0.79,1.1,2.7,0.76,1.5,1,0.89,0.33,1.2,1.1,0.45,0.99,2.5
"TIMM17A",3.7,1,1.2,1.1,1.2,0.52,1.5,1.4,0.85,1.2,4.7,0.69,1,1.3,1.4,1.5,1.5,0.86,1.5,0.99,1.3,4.6,3,1.2,0.92,1.1,0.74,0.94,3,1.2,0.72,0.68,3.8
"TIMM17B",0.72,0.84,1,0.58,0.89,0.99,0.94,1.1,0.9,0.94,3.5,1.1,0.87,1.5,0.61,1.6,1.3,0.91,0.8,0.86,1.3,0.9,1.4,1.2,1.3,1.3,0.96,1,1.9,0.55,0.69,0.94,2.4
"TIMM21",1.8,1.5,1.1,0.95,1.9,0.83,1.2,0.66,1.3,0.92,4,0.54,0.32,1.7,1.3,1.5,1.2,0.8,0.89,0.96,0.76,0.83,2.1,0.74,1.2,1.4,0.82,4,0.97,0.46,1,1.6,1.6
"TIMM22",2.9,1.7,1.4,1.1,3.2,1.1,3.6,0.91,1.9,1.2,1.4,0.65,0.63,1.5,1.6,1,1.5,0.95,1.9,1.1,0.47,1.3,2.2,0.98,1.5,1.5,0.84,2.2,1.1,0.25,0.78,1,2.6
"TIMM23",4.6,1.1,1.2,1.2,0.5,1.3,1.1,1.1,0.97,1.4,2.6,0.99,1,0.99,0.58,1,1.5,1.1,1.4,0.81,1.4,1.4,1.5,1.1,1,1.2,0.96,0.35,0.77,0.26,1,1.1,1
"TIMM23B",2.7,1.3,1.3,1.5,0.45,1.5,2.2,0.8,0.88,1.2,2.4,1,0.86,1.3,1,1.4,1.2,1,1.3,1.1,1.1,1.3,1.8,0.83,1,0.92,1.2,3.9,2.9,0.47,0.84,0.67,1.3
"TIMM44",1.6,1.1,1.1,0.77,0.79,1.4,0.63,1.2,0.94,0.89,1.9,1,0.94,1.1,1.9,1.4,1.1,0.76,1.4,0.84,0.77,0.6,2.2,0.93,0.71,1.3,0.94,0.7,0.59,1.1,0.79,0.97,2.8
"TIMM50",1,1.3,1.4,1,1.6,0.7,0.11,0.96,0.91,1,1.8,0.98,1,1.5,0.79,1.2,1.4,1.1,1,1,0.73,0.19,6.6,0.47,1.1,1.4,0.96,0.77,0.89,0.65,1.2,1.1,3.5
"TIMM8A",1.8,1,1.8,0.78,1.5,1,0.63,1.1,1,1.3,8,0.57,1.7,1.3,1.5,1.4,1.2,0.85,1.8,0.88,1.3,4.9,2.4,0.38,2,1.2,0.76,0.72,0.83,0.56,0.73,1.5,1.2
"TIMM8AP1",2.1,1,1.3,1,1,1,1,0.86,1.1,1.4,1,1.5,0.97,1,1,1.2,0.67,1.5,0.82,0.96,0.58,1,0.98,1,0.99,1,1.3,4,0.25,0.28,1,0.98,1
"TIMM8B",3.3,1.3,1,0.95,0.65,0.68,0.44,0.82,0.97,1.1,6.1e+08,0.7,0.5,1.1,1.3,1.4,1.3,0.66,0.75,0.73,1.6,0.61,3,0.71,1.2,0.87,1.3,1.9,0.63,0.51,0.81,1.1,3.6
"TIMM8BP2",1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TIMM9",2.9,1.4,0.87,1.2,0.87,0.62,1.2,0.79,0.89,1.4,9.2,0.63,1.3,0.85,0.7,1.6,1.4,0.81,0.67,0.97,1.3,1.9,1.9,0.84,1.3,1.1,1.3,2.4,1.8,0.61,0.56,0.73,0.65
"TIMM9P1",1,1,1,1,1,1,1,1.1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TIMM9P2",1,1,1,1,1,1,1,1,1,1,1,1,1,0.56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TIMMDC1",0.74,1.1,1.5,0.79,0.68,1.2,0.31,1.2,0.93,0.91,6.1e+08,0.86,1.5,1.7,0.73,1.6,1.4,0.95,0.93,0.95,1.3,2.1,1.6,0.66,0.72,0.83,0.97,1.3,2.1,2.9,1.2,1.1,0.6
"TIMP1",0.49,0.98,0.97,1.1,0.94,1.7,0.27,1,1.2,1.3,1.4,1,1.5,1.1,1,1.1,1.3,1.4,0.41,1.2,0.79,1.8,0.67,1.9,1,0.65,1.1,2,0.53,3.7,1.4,1.5,3.9
"TIMP2",2.3,1.4,1,1.5,0.42,1.4,0.49,0.78,1.1,0.94,3.5,0.72,1.2,0.81,1.3,0.99,1.1,1.4,1.6,0.98,1.2,0.77,0.56,1.3,1.1,1.3,1.2,6.3e+08,0.85,0.12,1.8,0.8,1.8
"TIMP3",1.9,1.1,1,1.2,0.94,1.3,1,1.1,0.9,1.1,1.5,1,1.1,1.1,0.54,0.8,1.1,1.4,1.7,0.99,1.2,1.1,0.53,1,0.83,0.83,1.4,2.2,2.3,1.7,2.1,0.93,0.18
"TIMP4",1.7,1.1,0.87,1.4,0.84,0.62,7.4,0.91,0.71,1.5,2,0.63,1.5,1.9,0.84,1.3,1.3,1.2,1.2,1.2,0.89,1.7,0.66,0.69,0.75,1.3,1.1,5e+08,5.1,2.6,0.88,2.5,7.5
"TINAG",1,1,1,1,1.3,0.78,1,1.2,1,0.84,1.4,1,0.67,1,1,1.7,1.3,1,1,1,1.6,1,1,0.62,1,1,0.94,1,1,1,1,1,1
"TINAGL1",1.4,1,0.89,1.5,0.43,0.68,1.8,0.78,1,1.4,1.2,0.64,0.69,1.2,0.77,0.7,0.92,1.4,1.9,1.1,1.3,0.16,0.74,1.8,0.46,0.97,1.2,3,0.61,0.69,0.92,0.83,2.8
"TINCR",2.3,1.2,1,0.84,1.1,1.3,1.4,0.85,0.9,0.8,8,1,2.2,1.3,0.82,1,1.1,0.98,0.81,1.3,1.1,1,1.1,0.45,0.84,1.4,0.97,1.3,0.37,0.83,0.77,0.96,1.1
"TINF2",1.3,1.1,0.79,0.89,0.88,0.76,0.46,1.1,0.84,0.87,3.5,0.63,1,2.3,0.95,1.4,0.94,1,0.62,1,0.98,0.54,0.41,1.3,0.92,0.89,1.4,1.4,1.7,0.1,0.69,1.2,3.2
"TIPARP",1.3,0.99,0.77,1.2,1.9,0.88,1.6,1.2,0.95,1.2,3.6,0.67,1.5,0.75,1.3,1.1,0.95,1.1,1,1.1,1.4,0.17,1.1,0.96,1.1,0.96,1.2,1.3,0.37,1.7,0.79,1.1,0.22
"TIPIN",1.9,1.2,1,0.64,0.71,1.1,0.55,0.84,1,0.91,10,0.73,1.7,1.7,1.4,1.4,1.2,0.73,1.3,0.81,1.1,2.4,2.3,0.37,1.1,1.1,0.89,0.44,1.4,0.2,0.71,1,2.2
"TIPRL",3.2,1.3,1.2,1.3,1,0.9,1.2,1.2,0.93,0.97,10,0.81,1.6,1.3,1.5,1.5,1.5,0.95,1.7,1.1,1.8,1.7,0.76,0.72,1,0.99,0.87,1,2.8,0.64,1,0.76,2
"TIRAP",0.91,1.2,1.3,1,0.6,1.1,2.2,0.9,1,0.74,1.1,0.59,1.4,1.5,1.3,1.1,1.4,1.1,0.88,0.91,0.8,5.5,0.77,0.59,0.92,0.93,0.69,5.1e+08,1.3,3.5,0.81,1.1,1.8
"TJAP1",2.7,0.81,0.77,1,0.71,1.4,2.2,0.53,0.89,0.99,2.4,0.84,1.1,1.7,1.5,1.7,0.81,0.81,0.88,1,0.65,2.5,1.9,0.65,1.4,1.2,1.2,0.31,1.4,0.28,1.1,0.75,0.86
"TJP1",3.2,1.2,1.2,1.2,0.4,1,2.2,1,0.81,0.94,0.82,0.6,0.94,0.77,1.1,1,1.3,1.1,1.3,0.98,1.6,0.95,0.79,1,0.93,0.88,1.2,0.54,1.1,1.6,0.93,1,0.83
"TJP2",1.1,1.1,1.3,1.2,0.32,1.1,0.6,1.1,1.1,1,1.9,1,0.57,1.5,1,1.3,1.1,1.3,0.93,1.2,1.3,0.23,1.5,0.4,0.75,1.2,0.77,2.6,0.64,2.8,0.76,0.95,0.19
"TJP3",1.1,0.71,0.93,0.9,1.6,1,0.57,1.2,1.3,0.67,0.74,1.4,0.75,1.4,1,1.1,1,1.4,0.71,0.91,1.1,1.9,1.2,1.3,0.79,0.98,0.82,2.9,1.3,6.9,0.5,0.76,1.1
"TK1",1,1.1,1.2,0.62,1.5,1,1,1.2,1,1.2,4,1.3,1.7,2,1,1.7,1,0.92,1,0.89,1.4,1.6,8.2,0.74,1.4,1.3,0.68,1.8,0.9,0.6,1.4,0.65,1.6
"TK2",0.45,1.2,0.84,0.94,0.92,1.1,2.6,0.8,1.1,0.97,0.9,0.85,0.47,2.2,1.1,0.88,0.86,1.4,0.83,1,1.4,2.5,0.58,0.89,0.69,1,1.5,2.2,1.2,3.8,1,1.2,1.7
"TKFC",1.4,1.1,1.2,1.3,0.98,1.3,1,0.7,1.3,1.1,2.8,0.82,0.52,1.6,1.5,0.83,1.5,1,0.73,1.1,1.2,2.7,2.1,0.45,0.88,0.92,0.96,4,1.1,8.6,0.39,0.67,3.5
"TKT",1.7,1.2,1.2,1.6,0.86,0.54,0.64,0.79,0.99,1.3,1.9,1.1,1.6,0.87,0.65,1.7,1.1,1,1.9,0.97,1.4,1.1,1.9,0.37,1.6,1.3,0.83,2.7,1.2,0.4,0.7,1.3,0.21
"TKTL1",1.2,1.2,1,1.2,0.5,1.1,1.1,1.7,1.1,1,3.4,0.64,0.76,1.1,1.2,1.1,1,1.2,1.2,1,0.95,1.2,1.2,1.2,1.1,1.3,0.83,0.38,0.41,3.1,1.4,1.7,1.6
"TKTL2",1,1,1,1,1.2,1.3,0.73,0.61,1,1,1,1.2,1,1.1,0.76,1,1.2,1.3,0.97,1.1,1.2,1,1,1,1,1,1.3,1,1,1,1,1,1
"TLCD1",3.1,1.1,0.91,0.88,0.76,1.5,1,1.1,1.6,1.1,1.3,1,1.5,1.5,1.2,1.7,1.2,0.95,1.5,0.75,0.98,1.7,0.85,0.6,1.1,1.1,1.1,4.8e+08,0.57,8.6,1.6,1.2,4.6
"TLCD2",0.39,1.2,1.1,0.84,1,1.5,0.88,0.76,1.4,1.1,8.4,1.3,0.99,0.83,1,0.99,1,1.4,0.7,1.2,1.9,0.86,0.49,0.56,0.89,0.81,0.92,2.3,0.86,1.3,0.8,0.87,2.3
"TLDC1",1.8,0.92,1.2,1.3,0.89,0.75,3.2,1.2,1.2,1.4,1.6,0.69,0.67,1.4,1.6,1.8,1.6,1.5,1,1.1,1.4,0.96,2.1,0.36,1.2,1.4,1,0.93,1.1,1,1.6,1.1,2.1
"TLDC2",0.81,1.2,0.96,0.75,0.79,1.3,1.2,1.3,1.1,0.73,1.2,1.3,0.88,1.3,1.3,1.2,1,0.99,1,1.3,0.99,1.4,1.3,0.47,0.79,0.66,0.85,2.1,1.8,5,1.4,1.6,1.2
"TLE1",2.8,1.2,1.2,1.1,0.88,1,0.97,0.76,1.3,0.96,0.72,0.87,0.93,0.6,1.1,1.2,1,0.96,0.97,1.2,1.1,0.59,0.99,0.58,0.92,1.1,0.96,0.23,3.2,2.1,0.72,0.93,2.7
"TLE1P1",3.1,1.6,1.5,1.3,1.1,0.94,3.4,0.82,0.99,0.86,2,0.67,1.4,1.1,1.5,1.1,1.6,1,0.81,1.1,1.5,1,1.1,0.39,0.94,0.93,0.89,0.97,1.8,1.1,0.9,0.95,2
"TLE2",2.4,0.79,0.84,0.86,1.1,0.86,1.1,1.3,1.1,0.9,1.1,0.7,0.53,0.81,1.7,1.1,0.75,1.2,0.74,1.3,1,0.19,1.3,0.6,0.79,0.8,1.1,5.7e+08,1,0.97,0.52,0.92,0.78
"TLE3",2.1,1,1.1,0.8,2,0.97,0.49,1.3,0.99,0.94,0.82,0.69,1.1,1.5,0.81,1.3,1.1,0.96,1.6,1.1,0.91,1.5,2.7,1.1,1.1,1.3,1.1,2.9,2.9,3.2,0.69,0.57,1.9
"TLE4",1.3,1.1,0.97,0.77,0.82,1.4,7.6,0.83,1.2,0.87,3.6,0.71,0.61,0.99,1.5,0.94,0.9,1.2,0.69,1.1,1.1,2.5,1.5,1.1,1.3,0.71,1.1,0.41,1.4,0.5,1.1,1,2.1
"TLE6",2.1,0.88,0.99,1.5,1.1,1.8,1.6,0.86,1.1,1.3,1.3,1.3,1.5,1.6,1.2,1.4,0.84,0.98,0.64,0.91,0.7,0.25,1.4,0.87,0.81,0.75,1.1,0.44,1.1,0.24,0.35,1.1,1.2
"TLK1",2.1,1.3,1.1,1.1,0.64,1.3,2.2,0.74,0.88,0.94,1.4,1,1.4,1.3,1.8,1.2,1.1,1.2,0.95,1.1,1.2,2,1.2,0.88,0.77,0.96,1.1,0.53,1.6,1.3,1.2,1.1,1.2
"TLK1P1",1,1,1,1,1,1,1,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TLK2",3.3,1,1.2,0.93,0.91,0.89,1,1.1,0.85,1,4.7,0.7,1.5,1.1,0.85,1.7,1.2,1.2,1.3,1,0.88,2.1,1.9,1.1,0.88,1.1,1.1,0.4,1.3,0.23,0.91,0.73,1.3
"TLK2P1",1.5,0.99,1.2,1.7,0.77,0.68,4.2,0.86,0.78,0.8,9.5,0.61,1.4,0.86,1.1,1.1,1,1.1,1.3,1.1,1.2,2.1,0.47,0.81,1.5,0.98,1.2,1,1,1.4,0.75,0.83,1.1
"TLL1",0.59,1,1.1,1,0.74,1.2,0.85,0.85,1.2,1.4,1.4,1,1.2,1,1,0.73,0.86,1.1,2,1.2,0.88,0.45,0.75,1.3,0.98,1.1,1.4,1.3,3.1,2.1,1.5,1.7,3.6
"TLL2",3.3,1,1.3,0.5,1.1,1,3.9,1.2,1.2,1.4,1.3,1.7,1,1.4,1.5,1.3,1.4,0.98,1.2,1.1,0.85,0.91,6.1,0.74,1.6,0.81,0.95,0.25,7.3,0.21,0.89,1.4,6.1
"TLN1",2.6,1.1,0.91,1.3,0.61,1.1,2.2,1.2,0.95,1.1,0.6,0.71,0.95,1.4,2,1.2,1.1,1.2,1.2,1.1,0.91,0.22,2.3,1.5,0.78,0.84,1.2,4.4,1.2,0.64,1.3,1.1,0.98
"TLN2",1,1.1,0.8,1.1,0.89,1.1,1,0.9,1.2,1.2,1.5,1,0.57,1.4,1.1,1.1,1.3,0.92,1.3,0.94,1.3,1.1,1.9,0.47,1.1,1.2,0.84,0.47,1.8,1.7,1,1,1.6
"TLR1",0.9,1.2,0.98,0.79,0.73,0.92,1.1,0.9,1.1,0.78,2,0.69,1.1,1.1,1.8,1.2,0.9,1.2,0.73,1.2,0.95,0.5,1.2,1.2,0.56,0.66,1.2,9.3e+08,1.2,1.9,1.3,0.95,0.22
"TLR10",0.87,1.1,0.82,0.54,1.2,0.91,0.97,1.1,0.92,0.68,2.3,0.93,1.4,0.99,1.5,0.99,0.63,1.2,0.88,0.99,0.73,1.4,0.58,0.61,0.49,1,1.2,6.7e+08,0.49,1.8,0.77,0.85,2.1
"TLR12P",1,1,1.2,1,1,1,1,1,0.75,1,1,0.55,1,1,0.92,1,1,1,1,1,1,1,0.65,1,1,1,1,1,1,1,1,1,1
"TLR2",0.9,0.91,1.2,0.73,0.69,0.86,1.5,0.99,1.2,1.1,2.2,1.2,0.62,0.77,1,1.3,0.8,1.2,0.52,1.2,1.1,1.2,0.83,1.4,0.84,1,1,9.4e+08,0.62,8.1,0.88,0.82,0.82
"TLR3",0.94,0.99,0.8,1.1,1.3,0.9,1.1,0.58,1.2,1.1,2.2,1,0.67,1.4,1.8,0.85,1.2,1.3,0.54,1.1,1.5,1.2,0.63,0.43,0.65,0.72,1,5.9e+08,0.84,2,0.63,0.44,0.85
"TLR4",0.51,0.87,1.1,0.81,0.68,0.91,0.61,1.2,1,0.82,3.3,1,0.68,1.2,1,1.1,0.69,1.2,0.92,1,1.2,1.1,1.2,1.3,0.75,1,1.1,9.2e+08,2.1,7.1,0.92,0.99,0.47
"TLR5",0.48,1.1,0.93,0.82,0.92,0.92,1.8,0.79,1.3,0.87,1.6,0.84,1.7,1.4,1.5,1.2,1,0.96,0.66,1.3,0.89,0.58,0.63,0.83,0.76,0.77,1.3,4.3,0.65,3.8,1,0.7,0.44
"TLR6",0.84,1.2,0.87,0.91,0.63,1.1,0.93,0.76,1.3,0.9,1.5,0.98,2,1.5,1.5,0.97,1.2,1.1,0.78,1.1,1.3,2,0.81,1.5,0.72,0.78,1.4,6e+08,0.96,3.1,1.6,0.89,0.82
"TLR7",0.65,1.2,1.2,0.66,0.51,1.3,6.7,1.3,1.1,0.84,1.4,0.75,0.53,1.6,1.6,1.2,0.62,1.3,0.82,1.1,0.98,0.48,0.51,0.72,0.62,0.62,1.2,9.2e+08,0.8,0.49,0.83,0.87,2.3
"TLR8",0.83,1.2,0.86,0.84,0.61,0.83,0.34,1,1.1,0.9,2.4,0.72,0.8,1.5,1.9,0.95,0.88,1.1,0.84,1,1.1,1.3,0.7,0.97,0.68,1,1.1,6.1e+08,1.3,6.4,1,0.56,4.2
"TLR9",2.6,0.92,1.1,1.4,0.68,1.1,2.2,1,0.98,0.75,0.73,1.4,0.79,1.8,1.5,1.1,0.68,1.2,1,1.1,0.91,2.5,1.3,1.4,0.96,0.89,1.1,1.5,2,0.54,1.7,0.98,1.1
"TLX1",1,0.95,0.92,0.81,0.97,1.4,1,1.2,1.1,0.97,1,1,1,1,0.67,0.93,1,0.99,1.1,1,1.7,2,1.8,0.86,1,1,0.87,2.4,1,0.62,1.9,1.3,1
"TLX1NB",1,1,0.93,1,1,1,1,1,1.1,1,1,1,1,1,0.61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1.3,1
"TLX2",1,0.93,1.2,0.61,1.3,1.2,2.6,1.1,0.98,0.94,1,1,1,1.2,0.97,1,1.2,0.8,1.6,1.2,0.96,0.8,1,1.2,0.83,0.84,1.1,0.45,0.74,0.55,1.2,1.7,1
"TLX3",1,0.82,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1,1,1.1,1,1.5,1,1,1,1,1,0.24,1,1,1.6,1.3,1
"TM2D1",2.5,1.1,1,1.8,0.77,1.1,1.4,1,0.82,1,2.2,0.64,0.89,1.2,1.7,1,1.3,0.88,1.5,1.1,1.1,1.5,0.53,0.88,1.2,0.88,0.82,0.48,0.64,0.49,0.86,1.4,1.2
"TM2D2",1.5,1.2,1.5,1.3,0.6,0.78,0.77,1.1,1.2,1,3.7,0.7,1.2,1.7,1.3,1.4,1.2,1,1.9,1.1,1.4,0.22,0.26,0.4,1.1,1.2,0.96,1,1.4,0.97,0.81,0.96,2.7
"TM2D3",1.3,0.87,1.2,1.2,0.81,1.5,1.4,1.4,0.94,1.2,1,0.67,1.1,1,0.53,1.1,1.1,0.9,1.3,0.93,0.85,1.5,1.3,1,0.8,0.77,0.78,0.43,0.69,1.1,0.62,1,1.6
"TM4SF1",0.8,1.5,1,1.5,0.94,0.94,0.96,0.95,1.7,1.3,0.29,0.84,1.5,1.5,1,1.5,1.2,1,0.74,1,1.6,0.46,0.94,1,1,1,1,2.4,0.66,1.6,0.6,1.2,3
"TM4SF18",0.67,1.2,1.3,1.2,2.4,0.97,2.2,1.4,0.77,0.77,0.91,0.56,0.56,0.78,1.7,0.76,0.95,1.1,2.1,1.1,0.69,0.5,0.84,1.3,0.85,1.2,1.3,1.3,0.73,0.46,1.8,0.85,1.1
"TM4SF19",1.5,1.4,1,1.1,0.84,1.8,0.72,1,1.2,1.2,2.4,1.4,0.53,0.79,0.7,1.6,1.3,0.97,1.2,1,0.96,2,0.93,1.9,1.2,1.3,1.1,5.1e+08,1,0.92,1.7,1,5.9
"TM4SF20",1,1,1,1,1.1,1.2,1,0.99,0.81,1,1,1.4,0.74,0.92,0.71,0.98,1.5,1,1.1,1.1,1.4,6.7,1,1.4,1,1,0.92,1,1,1,1,1,1
"TM4SF4",0.49,0.97,1.3,0.84,0.88,0.87,1,1.1,1,1,0.45,0.85,1.3,1,1,0.94,1.1,1.2,0.46,0.96,1,0.56,1.7,1,1.1,1,0.99,1.4,0.31,1,1.2,0.61,1
"TM4SF5",1,1,1,1,0.72,1,1,1.2,1,1,1,0.81,1,1,1,1.1,1,1,1,1,0.83,1,1,0.55,1,1,1.2,0.76,1,1,1,1.3,1
"TM6SF1",0.72,1.1,0.98,0.75,0.46,1.1,0.71,1.5,1,1,1.3,0.61,0.57,0.63,1.2,1.1,0.66,1.1,0.98,1.3,0.98,0.57,1.3,1.2,0.79,0.73,1,4.2,1.1,2.7,0.89,0.73,1.5
"TM6SF2",1,1.2,0.89,1.4,1.1,1.1,0.51,0.99,0.95,1.1,1.6,1,0.77,1,1.8,0.74,1.1,1.2,1.6,1,1.6,0.2,0.44,0.99,1.1,1.3,1,0.44,2.3,1.7,2.1,1.1,4.9
"TM7SF2",0.59,1,1.2,0.85,1.2,1.1,1.4,0.79,1.1,0.86,0.27,0.76,0.5,1.2,1,0.84,0.99,0.93,1.3,0.97,0.83,0.92,1.7,1.1,1.1,1.3,1.1,1.4,0.93,1,1.2,1.3,0.51
"TM7SF3",1.9,1,1.1,1.7,0.69,0.66,1.6,0.78,0.86,0.86,2.3,1,0.78,0.79,1.6,1,1.3,1.1,1.1,1.1,1.6,1.5,1.1,0.72,0.95,1.2,1.1,2.1,0.88,1.6,1.4,1.5,1.3
"TM9SF1",2,1.4,1.1,1,0.34,0.79,0.59,0.74,1.3,0.99,2.1,0.67,1,1.1,1,1.2,1.2,1.3,0.79,1.1,0.93,5.2,0.43,0.61,0.81,1.2,1,0.43,1.3,1,0.85,1,2.7
"TM9SF2",1.7,0.99,1.4,1.6,1.2,0.62,1,1.5,0.93,1.3,1.9,1,0.58,1.1,1.4,1.2,1.2,1.1,1.1,1.1,1.3,1.2,1.3,0.97,1.1,1.2,0.9,0.5,1.3,0.86,0.55,1.3,2.3
"TM9SF3",3.5,1.3,1.1,1.4,0.51,0.59,1.2,1.2,0.92,0.98,2.1,0.6,1.3,0.84,0.67,1.2,1.5,1,1.4,1.2,1.7,2.1,3.2,0.62,1.3,1.1,0.84,0.74,2.2,0.96,0.69,0.81,1.4
"TM9SF4",1.4,1.3,1.2,1.5,0.5,0.93,2.2,1.2,1.1,0.9,1.9,0.9,2.1,1.8,2,1.7,1.3,1.1,1.3,1.1,1,1.1,1.7,0.32,1.6,0.94,0.95,2.9,0.93,1,1.1,1,1.8
"TMA16",2,1.1,1.1,1.7,0.55,0.91,0.66,0.61,1.3,1.3,9.9,0.68,1.1,1.1,1.3,1.4,1.7,0.87,1.1,1.1,2.1,0.47,2.4,0.27,1.3,0.86,0.93,0.69,1.6,0.14,0.49,0.75,1.5
"TMA16P2",1,1,1,1,1,1,1,1.2,1,1,1,1,1,1.4,1,1,1,1,1,1,1,1,1,1,1,1,0.94,1,1,1,1,1,1
"TMA7",2.3,0.77,0.82,0.95,1,1,0.79,1.2,0.91,1.1,5.2e+08,1.4,0.74,0.99,1.3,1.4,0.88,0.7,2.1,0.78,0.82,1.1,7.3,1.5,1.4,1.1,0.89,0.38,1,0.23,0.75,1.4,0.42
"TMBIM1",1,1.1,1.2,1.1,0.56,0.81,1,0.82,1.3,1.1,1.3,1,1.1,1.7,1,1.4,1.3,1.2,0.72,1.3,1.6,0.51,2,0.84,0.52,1,0.8,1,0.75,1.1,1.2,1.3,2.7
"TMBIM4",0.66,0.98,1,1.9,1.3,0.77,1.5,1.3,1.3,0.96,1.9,0.63,1.2,0.89,1,1.1,1.2,1.3,0.48,1.3,1.2,1.1,0.13,1.4,0.59,0.87,1,0.41,0.59,0.27,0.78,0.75,6.4
"TMBIM6",2.1,1.2,1.2,1.5,0.97,0.68,0.91,1.2,1.1,1,1.2,1,0.85,1.2,1.2,0.79,1.4,1.1,0.98,0.81,1.1,2.3,0.85,0.86,1.1,1.3,1,1.3,0.91,0.48,1.2,0.98,1.8
"TMBIM7P",1,1,1,1,1,1,1,1,1,1,1.4,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1
"TMC1",2,0.85,1.4,1.2,1.6,0.95,1,0.95,1.1,0.94,0.99,0.71,1.1,1,1,1,0.98,0.97,1.2,1,1.6,0.77,0.85,0.71,0.96,0.97,1.1,1.3,0.84,7.8,0.55,0.76,2.3
"TMC2",1,0.91,1.2,1.3,0.95,1.3,2.1,1.2,1.4,1.2,1,2,1.5,0.98,1.2,1.5,0.77,0.96,0.45,1.2,0.47,1.2,1.9,0.52,0.96,0.74,1.4,3.7e+08,1.1,1.5,1.9,0.85,1.4
